time,dt,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,ang_acc_x,ang_acc_y,ang_acc_z,roll,pitch,yaw,q_w,q_x,q_y,q_z,pwm_1,pwm_2,pwm_3,pwm_4,total_thrust,cmd_thrust,cmd_roll_rate,cmd_pitch_rate,cmd_yaw_rate,x_ref,y_ref,z_ref,yaw_ref
0.0,0.0,-1.346074,-1.509054,-0.991101,-0.392875,0.349301,-0.016349,-0.039014,-0.043738,-9.851437,0.000126,0.00208,-0.000201,-0.000839,0.002017,-0.001306,0.0,0.0,0.0,0.70177,0.002975,-0.005384,0.712377,0.0,0.0,0.0,0.0,0.0,-0.730747,-0.001175,0.002562,-0.000741,-1.363468,-1.4632,-1.0,0.0
0.019991,0.019991,-1.354782,-1.500462,-0.991053,-0.39062,0.35131,-0.0173,-0.043454,-0.047992,-9.852429,0.000501,0.002144,-0.001512,0.000213,0.002338,-0.001979,0.0,0.0,0.0,0.701776,0.002956,-0.005377,0.712371,0.0,0.0,0.0,0.0,0.0,-0.730677,-0.002714,0.004834,-0.000773,-1.356135,-1.469999,-1.0,0.0
0.039989,0.019998,-1.360557,-1.494714,-0.991045,-0.389016,0.352639,-0.017943,-0.045468,-0.049655,-9.847733,0.000492,0.002745,-0.001246,-0.000276,0.003142,-0.002215,0.0,0.0,0.0,0.70178,0.00294,-0.005367,0.712367,0.0,0.0,0.0,0.0,0.0,-0.730628,-0.000767,0.003145,-0.000727,-1.348768,-1.476761,-1.0,0.0
0.059988,0.019999,-1.369159,-1.486012,-0.991056,-0.3867,0.354807,-0.018902,-0.044707,-0.050069,-9.854605,-2.1e-05,0.003112,-0.001379,-0.00031,0.002729,-0.002411,0.0,0.0,0.0,0.701786,0.002907,-0.005348,0.712362,0.0,0.0,0.0,0.0,0.0,-0.730544,-0.002274,0.005272,-0.000757,-1.341367,-1.483487,-1.0,0.0
0.079987,0.019999,-1.374872,-1.480173,-0.991085,-0.38508,0.356221,-0.019557,-0.036786,-0.047108,-9.854534,-0.000635,0.004011,-0.001432,0.000761,0.003139,-0.001218,0.0,0.0,0.0,0.701793,0.002883,-0.005338,0.712355,0.0,0.0,0.0,0.0,0.0,-0.730484,-0.00038,0.003573,-0.00072,-1.333933,-1.490175,-1.0,0.0
0.100197,0.02021,-1.383361,-1.471328,-0.991148,-0.382748,0.358452,-0.020518,-0.040171,-0.043166,-9.855554,-0.000147,0.00387,-0.001711,0.000304,0.003798,-0.001791,0.0,0.0,0.0,0.701803,0.00285,-0.005312,0.712345,0.0,0.0,0.0,0.0,0.0,-0.730423,0.001442,0.001857,-0.000686,-1.326466,-1.496826,-1.0,0.0
0.119988,0.019791,-1.388995,-1.465387,-0.991208,-0.38122,0.359891,-0.021169,-0.042135,-0.041102,-9.849064,0.000506,0.002646,-0.000847,-1.1e-05,0.003132,-0.001896,0.0,0.0,0.0,0.701806,0.002837,-0.005296,0.712343,0.0,0.0,0.0,0.0,0.0,-0.730324,4.6e-05,0.004163,-0.000709,-1.318965,-1.50344,-1.0,0.0
0.139988,0.02,-1.397404,-1.456411,-0.991323,-0.379043,0.362003,-0.021962,-0.048359,-0.047534,-9.840889,0.000574,0.003633,-0.000419,0.000751,0.003727,-0.000821,0.0,0.0,0.0,0.701808,0.002811,-0.005271,0.712341,0.0,0.0,0.0,0.0,0.0,-0.73026,0.001672,0.002519,-0.000678,-1.311431,-1.510016,-1.0,0.0
0.159988,0.02,-1.402975,-1.450374,-0.991416,-0.377524,0.363412,-0.022513,-0.051326,-0.038263,-9.844496,0.001104,0.00432,-0.001044,0.001132,0.005064,-5.7e-05,0.0,0.0,0.0,0.701811,0.002795,-0.005245,0.712339,0.0,0.0,0.0,0.0,0.0,-0.73017,0.0002,0.004937,-0.000692,-1.303865,-1.516554,-1.0,0.0
0.179956,0.019968,-1.405759,-1.447351,-0.991471,-0.376795,0.364077,-0.022781,-0.05191,-0.051909,-9.846841,0.000747,0.004997,-6.8e-05,0.000679,0.004406,-0.001695,0.0,0.0,0.0,0.701809,0.002783,-0.005231,0.71234,0.0,0.0,0.0,0.0,0.0,-0.730101,0.00173,0.003054,-0.000658,-1.296266,-1.523054,-1.0,0.0
0.200002,0.020046,-1.414075,-1.438252,-0.991682,-0.37447,0.366193,-0.0236,-0.041777,-0.04152,-9.836718,0.001455,0.006665,0.000127,0.001886,0.007445,0.000366,0.0,0.0,0.0,0.70181,0.002742,-0.005184,0.71234,0.0,0.0,0.0,0.0,0.0,-0.729987,0.000246,0.0052,-0.000682,-1.288635,-1.529517,-1.0,0.0
0.219998,0.019996,-1.422366,-1.429116,-0.991987,-0.372282,0.368242,-0.024321,-0.041717,-0.037514,-9.833092,0.001705,0.006149,-0.000886,0.001413,0.006278,-0.000782,0.0,0.0,0.0,0.70181,0.00271,-0.005122,0.71234,0.0,0.0,0.0,0.0,0.0,-0.729861,-0.001447,0.007331,-0.00069,-1.280971,-1.535941,-1.0,0.0
0.239999,0.020001,-1.427888,-1.423012,-0.992254,-0.370783,0.369586,-0.024819,-0.037864,-0.052398,-9.839035,0.00296,0.005247,0.000194,0.003249,0.005376,-2.9e-05,0.0,0.0,0.0,0.701808,0.002693,-0.005081,0.712343,0.0,0.0,0.0,0.0,0.0,-0.729762,-7.2e-05,0.005379,-0.000649,-1.273275,-1.542326,-1.0,0.0
0.259982,0.019983,-1.433412,-1.416894,-0.992535,-0.369415,0.370929,-0.025308,-0.046091,-0.050394,-9.833126,0.001823,0.005658,-0.000588,0.002509,0.007014,-0.000621,0.0,0.0,0.0,0.701808,0.002675,-0.005038,0.712343,0.0,0.0,0.0,0.0,0.0,-0.729663,0.001097,0.00333,-0.00061,-1.265548,-1.548673,-1.0,0.0
0.279988,0.020006,-1.441701,-1.407702,-0.99301,-0.367316,0.372846,-0.026082,-0.038597,-0.043452,-9.8292,0.0021,0.007426,0.000292,0.001761,0.007722,0.00049,0.0,0.0,0.0,0.701807,0.002635,-0.004963,0.712345,0.0,0.0,0.0,0.0,0.0,-0.729498,-0.00085,0.005157,-0.000611,-1.257789,-1.554982,-1.0,0.0
0.299999,0.020011,-1.447223,-1.401565,-0.99333,-0.365985,0.374134,-0.026585,-0.049531,-0.042072,-9.82622,0.002446,0.007763,-0.00085,0.003231,0.007577,-0.00133,0.0,0.0,0.0,0.701807,0.002608,-0.004908,0.712345,0.0,0.0,0.0,0.0,0.0,-0.729388,0.000156,0.002854,-0.000567,-1.249998,-1.561251,-1.0,0.0
0.319983,0.019984,-1.4555,-1.392349,-0.993825,-0.363994,0.375915,-0.027096,-0.045379,-0.044179,-9.820519,0.001449,0.007267,-0.000661,0.000899,0.007017,-0.001435,0.0,0.0,0.0,0.701809,0.002567,-0.004829,0.712344,0.0,0.0,0.0,0.0,0.0,-0.729242,-0.001967,0.004511,-0.000559,-1.242176,-1.567482,-1.0,0.0
0.339994,0.020011,-1.461007,-1.386225,-0.994173,-0.362722,0.377118,-0.027276,-0.043058,-0.039809,-9.815487,0.000134,0.005293,-0.000485,-0.000403,0.006363,-0.001307,0.0,0.0,0.0,0.701811,0.002541,-0.004794,0.712343,0.0,0.0,0.0,0.0,0.0,-0.729196,0.002169,-0.001866,-0.000467,-1.234323,-1.573673,-1.0,0.0
0.360005,0.020011,-1.469251,-1.377033,-0.994702,-0.360815,0.378766,-0.027591,-0.044594,-0.034869,-9.815916,-0.000211,0.005887,0.000703,-0.000145,0.005198,0.000612,0.0,0.0,0.0,0.701809,0.002492,-0.004746,0.712345,0.0,0.0,0.0,0.0,0.0,-0.729017,-0.002842,0.003833,-0.000504,-1.226439,-1.579825,-1.0,0.0
0.379986,0.019981,-1.474732,-1.370915,-0.995064,-0.359622,0.379838,-0.027861,-0.039639,-0.042804,-9.81304,-3.1e-05,0.004792,0.000325,0.000312,0.004553,-0.000397,0.0,0.0,0.0,0.701806,0.002464,-0.004717,0.712348,0.0,0.0,0.0,0.0,0.0,-0.728918,-0.001865,0.001404,-0.000454,-1.218525,-1.585937,-1.0,0.0
0.400002,0.020016,-1.482945,-1.361753,-0.99561,-0.357821,0.381426,-0.028203,-0.041687,-0.04312,-9.82266,-0.001648,0.005842,-0.001094,-0.001882,0.00607,-0.001651,0.0,0.0,0.0,0.70181,0.00242,-0.004683,0.712345,0.0,0.0,0.0,0.0,0.0,-0.728777,-0.003916,0.002982,-0.000444,-1.21058,-1.59201,-1.0,0.0
0.419999,0.019997,-1.49114,-1.352596,-0.996149,-0.355974,0.382975,-0.028475,-0.042582,-0.042914,-9.814595,-0.000896,0.004012,0.000129,-0.000857,0.003808,-3.7e-05,0.0,0.0,0.0,0.701815,0.002375,-0.004653,0.71234,0.0,0.0,0.0,0.0,0.0,-0.728728,0.000211,-0.00349,-0.000344,-1.202605,-1.598043,-1.0,0.0
0.439985,0.019986,-1.496591,-1.346496,-0.996517,-0.354805,0.38398,-0.028575,-0.045696,-0.038539,-9.808465,-0.000881,0.002652,-0.001109,-0.001084,0.002777,-0.000652,0.0,0.0,0.0,0.701821,0.002356,-0.004641,0.712334,0.0,0.0,0.0,0.0,0.0,-0.728599,-0.001819,-0.001878,-0.000329,-1.1946,-1.604036,-1.0,0.0
0.460005,0.02002,-1.502038,-1.340406,-0.996889,-0.35356,0.384909,-0.028604,-0.053181,-0.048456,-9.810352,-0.000627,0.001819,-0.000385,-0.002033,0.001802,-0.001534,0.0,0.0,0.0,0.701823,0.00234,-0.004633,0.712332,0.0,0.0,0.0,0.0,0.0,-0.728482,-0.003936,-0.000236,-0.000316,-1.186565,-1.609989,-1.0,0.0
0.480006,0.020001,-1.510208,-1.331277,-0.997456,-0.351655,0.386229,-0.028687,-0.043034,-0.045121,-9.804024,-0.001412,0.002748,-0.000133,-0.002135,0.002944,-0.000844,0.0,0.0,0.0,0.701831,0.002311,-0.004626,0.712325,0.0,0.0,0.0,0.0,0.0,-0.728401,-0.002901,-0.002703,-0.000258,-1.1785,-1.615902,-1.0,0.0
0.500017,0.020011,-1.515639,-1.32519,-0.997831,-0.350446,0.387083,-0.028775,-0.046916,-0.049444,-9.810984,-0.002349,0.002719,-0.000557,-0.002493,0.002153,8.1e-05,0.0,0.0,0.0,0.701838,0.002288,-0.004617,0.712318,0.0,0.0,0.0,0.0,0.0,-0.72832,-0.002061,-0.005284,-0.000204,-1.170406,-1.621774,-1.0,0.0
0.519998,0.019981,-1.523759,-1.316058,-0.998387,-0.348486,0.388352,-0.028804,-0.045117,-0.038551,-9.804535,-0.000115,-0.000793,0.000163,-0.001046,-0.001211,-0.000361,0.0,0.0,0.0,0.701842,0.002277,-0.004614,0.712315,0.0,0.0,0.0,0.0,0.0,-0.728198,-0.004091,-0.003781,-0.000187,-1.162282,-1.627606,-1.0,0.0
0.539998,0.02,-1.529195,-1.309986,-0.998756,-0.347346,0.389136,-0.028773,-0.03815,-0.044258,-9.796335,-0.002306,-0.00212,-0.000167,-0.001224,-0.003337,-0.000562,0.0,0.0,0.0,0.701845,0.002276,-0.00463,0.712311,0.0,0.0,0.0,0.0,0.0,-0.728129,-0.003383,-0.0062,-0.000133,-1.15413,-1.633397,-1.0,0.0
0.559991,0.019993,-1.537345,-1.300851,-0.999306,-0.345492,0.390343,-0.028658,-0.043492,-0.04538,-9.795877,-0.002919,-0.001773,-0.000483,-0.003279,-0.001395,-0.000398,0.0,0.0,0.0,0.701855,0.002276,-0.004666,0.712301,0.0,0.0,0.0,0.0,0.0,-0.728029,-0.005485,-0.004266,-0.000113,-1.145948,-1.639147,-1.0,0.0
0.579989,0.019998,-1.542785,-1.294749,-0.999679,-0.344348,0.391196,-0.028425,-0.044677,-0.037271,-9.79138,-0.003505,-0.003199,-0.000374,-0.003181,-0.002572,-6.1e-05,0.0,0.0,0.0,0.701859,0.002274,-0.004698,0.712297,0.0,0.0,0.0,0.0,0.0,-0.727974,-0.004718,-0.006599,-6.1e-05,-1.137738,-1.644856,-1.0,0.0
0.599993,0.020004,-1.550948,-1.285586,-1.000232,-0.342554,0.392386,-0.028162,-0.045937,-0.046226,-9.786109,-0.003342,-0.002219,-0.000118,-0.003378,-0.002002,-0.000139,0.0,0.0,0.0,0.701869,0.002268,-0.004741,0.712286,0.0,0.0,0.0,0.0,0.0,-0.727886,-0.006861,-0.004638,-3.9e-05,-1.1295,-1.650524,-1.0,0.0
0.619994,0.020001,-1.556382,-1.279462,-1.000594,-0.341357,0.393225,-0.028024,-0.04256,-0.048313,-9.797885,-0.004316,-0.003944,-0.000705,-0.005443,-0.003334,-0.000564,0.0,0.0,0.0,0.701878,0.002266,-0.00478,0.712278,0.0,0.0,0.0,0.0,0.0,-0.727831,-0.00613,-0.006997,1.3e-05,-1.121233,-1.656151,-1.0,0.0
0.639997,0.020003,-1.564492,-1.270243,-1.001129,-0.33951,0.394516,-0.027745,-0.046025,-0.051516,-9.794834,-0.004166,-0.002842,-0.000621,-0.004605,-0.003397,-0.000986,0.0,0.0,0.0,0.70189,0.002252,-0.004842,0.712265,0.0,0.0,0.0,0.0,0.0,-0.727755,-0.008087,-0.004919,3e-05,-1.112938,-1.661736,-1.0,0.0
0.659991,0.019994,-1.569876,-1.264056,-1.001507,-0.338258,0.395344,-0.027509,-0.042511,-0.046372,-9.787818,-0.005056,-0.004792,-7.9e-05,-0.005938,-0.003924,-0.000679,0.0,0.0,0.0,0.701896,0.002254,-0.004895,0.712259,0.0,0.0,0.0,0.0,0.0,-0.727698,-0.007298,-0.007168,8e-05,-1.104616,-1.66728,-1.0,0.0
0.680008,0.020017,-1.577922,-1.254714,-1.002064,-0.336446,0.396749,-0.027163,-0.049901,-0.051682,-9.785855,-0.006495,-0.004894,-5.3e-05,-0.006157,-0.004363,-0.000376,0.0,0.0,0.0,0.701903,0.002243,-0.004976,0.712252,0.0,0.0,0.0,0.0,0.0,-0.727621,-0.009187,-0.004785,8.8e-05,-1.096266,-1.672783,-1.0,0.0
0.699996,0.019988,-1.58327,-1.248413,-1.002424,-0.33517,0.397661,-0.026922,-0.042443,-0.042872,-9.787947,-0.007315,-0.004616,-7e-05,-0.008209,-0.005749,-0.000955,0.0,0.0,0.0,0.701907,0.002231,-0.005039,0.712247,0.0,0.0,0.0,0.0,0.0,-0.727569,-0.00825,-0.006813,0.00013,-1.087888,-1.678243,-1.0,0.0
0.720006,0.02001,-1.591261,-1.238903,-1.002951,-0.33328,0.399222,-0.026483,-0.051608,-0.035103,-9.787731,-0.006235,-0.004558,0.000197,-0.005684,-0.005432,-0.00081,0.0,0.0,0.0,0.701915,0.002222,-0.005132,0.712239,0.0,0.0,0.0,0.0,0.0,-0.7275,-0.009976,-0.00415,0.000134,-1.079483,-1.683661,-1.0,0.0
0.740003,0.019997,-1.596567,-1.232508,-1.003296,-0.332038,0.400256,-0.026193,-0.050045,-0.042443,-9.777966,-0.00586,-0.005737,-6.2e-05,-0.005668,-0.005585,-6e-06,0.0,0.0,0.0,0.701919,0.002223,-0.005195,0.712235,0.0,0.0,0.0,0.0,0.0,-0.727457,-0.009205,-0.005982,0.000177,-1.071052,-1.689038,-1.0,0.0
0.759988,0.019985,-1.604494,-1.222867,-1.003793,-0.330178,0.401868,-0.025768,-0.04216,-0.043579,-9.783146,-0.006875,-0.00554,-0.000841,-0.007289,-0.005391,-0.000754,0.0,0.0,0.0,0.701922,0.002218,-0.005299,0.71223,0.0,0.0,0.0,0.0,0.0,-0.727397,-0.010999,-0.003052,0.000175,-1.062593,-1.694372,-1.0,0.0
0.779998,0.02001,-1.612367,-1.213154,-1.004252,-0.328195,0.403521,-0.025145,-0.049437,-0.039819,-9.77995,-0.008061,-0.003689,-0.000503,-0.008352,-0.003466,-0.0006,0.0,0.0,0.0,0.701927,0.002196,-0.005398,0.712225,0.0,0.0,0.0,0.0,0.0,-0.727366,-0.010153,-0.004738,0.00021,-1.054108,-1.699664,-1.0,0.0
0.8,0.020002,-1.617545,-1.206639,-1.004535,-0.326898,0.404573,-0.024732,-0.048711,-0.037032,-9.774386,-0.009346,-0.002578,-0.000447,-0.009301,-0.0018,-0.0003,0.0,0.0,0.0,0.70193,0.002167,-0.005468,0.712221,0.0,0.0,0.0,0.0,0.0,-0.727332,-0.011606,-0.001891,0.000205,-1.045596,-1.704913,-1.0,0.0
0.819999,0.019999,-1.622711,-1.200108,-1.004807,-0.325537,0.405725,-0.024385,-0.046416,-0.035967,-9.773531,-0.008358,-0.003113,0.000655,-0.009457,-0.002516,0.000182,0.0,0.0,0.0,0.701927,0.002136,-0.005535,0.712224,0.0,0.0,0.0,0.0,0.0,-0.72731,-0.010497,-0.003804,0.000238,-1.037059,-1.71012,-1.0,0.0
0.839989,0.01999,-1.630375,-1.190269,-1.005143,-0.323578,0.407461,-0.023696,-0.046217,-0.032525,-9.776724,-0.009788,-0.002951,-4.2e-05,-0.010222,-0.003201,-0.000477,0.0,0.0,0.0,0.701925,0.002082,-0.005643,0.712225,0.0,0.0,0.0,0.0,0.0,-0.727294,-0.011715,-0.000987,0.000224,-1.028495,-1.715284,-1.0,0.0
0.859991,0.020002,-1.635445,-1.183693,-1.005352,-0.322098,0.408615,-0.023217,-0.047676,-0.045243,-9.77306,-0.010472,-0.002604,0.000219,-0.009538,-0.003068,8.1e-05,0.0,0.0,0.0,0.701926,0.002043,-0.005717,0.712224,0.0,0.0,0.0,0.0,0.0,-0.727287,-0.010548,-0.002858,0.000255,-1.019906,-1.720405,-1.0,0.0
0.880005,0.020014,-1.642988,-1.173805,-1.005663,-0.319846,0.410351,-0.02248,-0.054051,-0.039554,-9.774673,-0.010637,-0.003287,0.000523,-0.011243,-0.003433,0.000355,0.0,0.0,0.0,0.701922,0.001982,-0.005832,0.712227,0.0,0.0,0.0,0.0,0.0,-0.727292,-0.011334,-4.7e-05,0.000228,-1.011291,-1.725482,-1.0,0.0
0.899996,0.019991,-1.647965,-1.167169,-1.005889,-0.318356,0.4115,-0.022027,-0.062497,-0.038107,-9.778435,-0.011153,-0.002346,-0.000198,-0.010548,-0.001997,-0.001698,0.0,0.0,0.0,0.701922,0.001937,-0.005914,0.712227,0.0,0.0,0.0,0.0,0.0,-0.727285,-0.009957,-0.001907,0.000252,-1.002651,-1.730517,-1.0,0.0
0.919988,0.019992,-1.655381,-1.157174,-1.006217,-0.316033,0.413104,-0.021342,-0.057662,-0.031977,-9.774796,-0.01086,-0.000926,-0.000768,-0.011013,-0.000835,-0.000628,0.0,0.0,0.0,0.701928,0.001863,-0.006017,0.71222,0.0,0.0,0.0,0.0,0.0,-0.727273,-0.010692,0.000808,0.000232,-0.993986,-1.735509,-1.0,0.0
0.939989,0.020001,-1.660281,-1.150476,-1.00642,-0.31438,0.414248,-0.020873,-0.054717,-0.038639,-9.783375,-0.009947,-0.000598,0.000661,-0.01066,0.000474,0.000142,0.0,0.0,0.0,0.701925,0.001809,-0.006079,0.712223,0.0,0.0,0.0,0.0,0.0,-0.727274,-0.00928,-0.001273,0.000256,-0.985296,-1.740457,-1.0,0.0
0.959985,0.019996,-1.667572,-1.140395,-1.006711,-0.311858,0.41594,-0.020101,-0.052758,-0.036905,-9.770592,-0.00902,-0.001578,-0.000426,-0.009162,-0.001416,-0.001172,0.0,0.0,0.0,0.701924,0.001738,-0.006173,0.712223,0.0,0.0,0.0,0.0,0.0,-0.72727,-0.009877,0.001372,0.000222,-0.976582,-1.745362,-1.0,0.0
0.97999,0.020005,-1.672402,-1.133652,-1.006899,-0.310194,0.417158,-0.019653,-0.039605,-0.034602,-9.781137,-0.009843,-0.00077,-0.000568,-0.009707,0.000733,-0.000916,0.0,0.0,0.0,0.701925,0.001694,-0.006235,0.712222,0.0,0.0,0.0,0.0,0.0,-0.727278,-0.008582,-0.000576,0.000242,-0.967843,-1.750223,-1.0,0.0
0.99999,0.02,-1.679546,-1.123475,-1.007215,-0.307584,0.419107,-0.019077,-0.049106,-0.037032,-9.773317,-0.009236,0.000637,0.000647,-0.009131,-0.000135,0.000661,0.0,0.0,0.0,0.701925,0.001608,-0.006314,0.712221,0.0,0.0,0.0,0.0,0.0,-0.727267,-0.009116,0.002194,0.000205,-0.95908,-1.75504,-1.0,0.0
1.019992,0.020002,-1.684286,-1.116669,-1.007427,-0.305797,0.420313,-0.018619,-0.044314,-0.039853,-9.779354,-0.008701,0.000729,-0.000106,-0.009368,0.000698,-0.000198,0.0,0.0,0.0,0.701923,0.001555,-0.006364,0.712223,0.0,0.0,0.0,0.0,0.0,-0.727259,-0.007732,0.000125,0.000218,-0.950292,-1.759814,-1.0,0.0
1.039996,0.020004,-1.691301,-1.106369,-1.007796,-0.303072,0.422269,-0.017967,-0.045255,-0.033864,-9.773849,-0.008195,0.001705,0.000379,-0.007918,0.001667,-8.9e-05,0.0,0.0,0.0,0.701921,0.001474,-0.006432,0.712225,0.0,0.0,0.0,0.0,0.0,-0.727241,-0.008234,0.002838,0.000176,-0.941482,-1.764543,-1.0,0.0
1.059989,0.019993,-1.695948,-1.099467,-1.008053,-0.30127,0.423483,-0.017565,-0.048234,-0.03112,-9.783343,-0.008004,0.001289,-0.001511,-0.007224,0.000443,-0.000905,0.0,0.0,0.0,0.701922,0.001426,-0.006473,0.712223,0.0,0.0,0.0,0.0,0.0,-0.72723,-0.006945,0.000765,0.000188,-0.932647,-1.769228,-1.0,0.0
1.079997,0.020008,-1.702872,-1.089061,-1.008454,-0.29868,0.425322,-0.016893,-0.051505,-0.032296,-9.770715,-0.007487,0.000936,-0.001274,-0.007894,0.001007,-0.000673,0.0,0.0,0.0,0.701926,0.00136,-0.00654,0.712219,0.0,0.0,0.0,0.0,0.0,-0.727201,-0.007589,0.003629,0.000153,-0.923789,-1.77387,-1.0,0.0
1.099993,0.019996,-1.707525,-1.082109,-1.008755,-0.29692,0.426552,-0.01642,-0.052373,-0.03195,-9.773567,-0.007546,3.5e-05,0.000289,-0.008471,0.000733,-8.9e-05,0.0,0.0,0.0,0.701924,0.001315,-0.006586,0.71222,0.0,0.0,0.0,0.0,0.0,-0.727185,-0.006444,0.001607,0.000173,-0.914908,-1.778466,-1.0,0.0
1.119997,0.020004,-1.714482,-1.07165,-1.009228,-0.294216,0.428368,-0.015789,-0.053652,-0.037165,-9.77809,-0.00621,0.001911,-0.000457,-0.006145,0.001898,-0.000517,0.0,0.0,0.0,0.701923,0.001244,-0.006638,0.712221,0.0,0.0,0.0,0.0,0.0,-0.727163,-0.005325,-0.000366,0.000188,-0.906005,-1.783019,-1.0,0.0
1.139992,0.019995,-1.719115,-1.064654,-1.009579,-0.292453,0.429612,-0.015472,-0.04759,-0.025491,-9.781881,-0.005233,0.00269,-0.000703,-0.006163,0.003162,-0.000177,0.0,0.0,0.0,0.701924,0.001198,-0.006661,0.71222,0.0,0.0,0.0,0.0,0.0,-0.727105,-0.006303,0.00232,0.000149,-0.897078,-1.787526,-1.0,0.0
1.159983,0.019991,-1.72606,-1.054133,-1.010112,-0.289841,0.43141,-0.01485,-0.049991,-0.036448,-9.770511,-0.005065,0.001973,-4.5e-05,-0.004784,0.001661,-0.00068,0.0,0.0,0.0,0.701923,0.001134,-0.00669,0.712221,0.0,0.0,0.0,0.0,0.0,-0.727067,-0.005516,0.000159,0.00017,-0.88813,-1.791989,-1.0,0.0
1.179993,0.02001,-1.730673,-1.047101,-1.010469,-0.288075,0.432545,-0.01434,-0.042122,-0.033354,-9.772861,-0.00514,0.002341,-0.000243,-0.005223,0.00283,-0.000127,0.0,0.0,0.0,0.701926,0.001096,-0.006712,0.712218,0.0,0.0,0.0,0.0,0.0,-0.727019,-0.006821,0.002795,0.000139,-0.879159,-1.796408,-1.0,0.0
1.199995,0.020002,-1.737559,-1.036513,-1.011052,-0.285388,0.434407,-0.013783,-0.044296,-0.02724,-9.777525,-0.005353,0.002316,-0.000454,-0.004993,0.001963,-0.000529,0.0,0.0,0.0,0.70193,0.001035,-0.006738,0.712214,0.0,0.0,0.0,0.0,0.0,-0.726957,-0.008154,0.005422,0.000107,-0.870166,-1.800781,-1.0,0.0
1.219995,0.02,-1.742122,-1.029435,-1.011448,-0.283618,0.435611,-0.013274,-0.052142,-0.026839,-9.782589,-0.005528,0.003641,0.001057,-0.005278,0.004278,0.000818,0.0,0.0,0.0,0.701927,0.00099,-0.006755,0.712216,0.0,0.0,0.0,0.0,0.0,-0.726918,-0.007474,0.00331,0.000126,-0.861151,-1.805109,-1.0,0.0
1.239988,0.019993,-1.748933,-1.018788,-1.012041,-0.280959,0.437326,-0.012663,-0.053834,-0.031993,-9.766785,-0.00512,0.004041,0.001039,-0.005257,0.003977,0.000526,0.0,0.0,0.0,0.701922,0.000912,-0.006774,0.712221,0.0,0.0,0.0,0.0,0.0,-0.726844,-0.00878,0.005759,9.4e-05,-0.852115,-1.809392,-1.0,0.0
1.259984,0.019996,-1.753439,-1.011659,-1.012448,-0.279125,0.438419,-0.012212,-0.058966,-0.035777,-9.766947,-0.006601,0.005228,7.5e-05,-0.006149,0.006059,0.000118,0.0,0.0,0.0,0.701921,0.000852,-0.006783,0.712223,0.0,0.0,0.0,0.0,0.0,-0.726804,-0.008127,0.003368,0.000112,-0.843057,-1.81363,-1.0,0.0
1.279979,0.019995,-1.760141,-1.000941,-1.013026,-0.276339,0.440067,-0.011523,-0.039491,-0.030827,-9.764079,-0.007096,0.005702,0.000325,-0.008558,0.004429,-1.6e-05,0.0,0.0,0.0,0.701922,0.00075,-0.006797,0.712221,0.0,0.0,0.0,0.0,0.0,-0.726742,-0.009178,0.005567,7.8e-05,-0.833978,-1.817823,-1.0,0.0
1.299988,0.020009,-1.764546,-0.993768,-1.013453,-0.274409,0.441248,-0.010979,-0.051421,-0.039822,-9.767028,-0.007073,0.005527,0.000609,-0.005861,0.004774,0.00079,0.0,0.0,0.0,0.70192,0.00068,-0.006813,0.712223,0.0,0.0,0.0,0.0,0.0,-0.726696,-0.008304,0.003156,9.2e-05,-0.824879,-1.82197,-1.0,0.0
1.319986,0.019998,-1.771096,-0.982993,-1.014083,-0.271481,0.442875,-0.010302,-0.048316,-0.035828,-9.768156,-0.006935,0.005762,0.000267,-0.006475,0.005977,-0.000264,0.0,0.0,0.0,0.701921,0.00058,-0.006826,0.712222,0.0,0.0,0.0,0.0,0.0,-0.726631,-0.0092,0.005396,5.1e-05,-0.815759,-1.826072,-1.0,0.0
1.339976,0.01999,-1.777563,-0.972209,-1.014735,-0.268538,0.444439,-0.009714,-0.056804,-0.034328,-9.770206,-0.007737,0.005994,-9.9e-05,-0.008059,0.006075,1.3e-05,0.0,0.0,0.0,0.701921,0.000473,-0.00684,0.712222,0.0,0.0,0.0,0.0,0.0,-0.726572,-0.00831,0.002869,6.4e-05,-0.806618,-1.830128,-1.0,0.0
1.359976,0.02,-1.781816,-0.96501,-1.01519,-0.266506,0.445253,-0.009272,-0.062026,-0.031808,-9.762019,-0.007489,0.005891,-7.3e-05,-0.007552,0.006034,0.000107,0.0,0.0,0.0,0.701924,0.000399,-0.006849,0.712219,0.0,0.0,0.0,0.0,0.0,-0.726487,-0.009026,0.004849,2.5e-05,-0.797457,-1.834138,-1.0,0.0
1.379935,0.019959,-1.788136,-0.954198,-1.01584,-0.26355,0.446745,-0.00852,-0.050088,-0.033486,-9.767737,-0.007135,0.005037,-0.000161,-0.007676,0.005608,-0.000394,0.0,0.0,0.0,0.701931,0.00029,-0.006873,0.712212,0.0,0.0,0.0,0.0,0.0,-0.726441,-0.008009,0.002185,4.1e-05,-0.788277,-1.838102,-1.0,0.0
