pair_idx,dt,curr_x,curr_y,curr_z,curr_roll,curr_pitch,curr_yaw,curr_vx,curr_vy,curr_vz,curr_wx,curr_wy,curr_wz,curr_ax,curr_ay,curr_az,curr_alpha_x,curr_alpha_y,curr_alpha_z,thrust,torque_roll,torque_pitch,torque_yaw,next_x,next_y,next_z,next_roll,next_pitch,next_yaw,next_vx,next_vy,next_vz,next_wx,next_wy,next_wz,next_ax,next_ay,next_az,next_alpha_x,next_alpha_y,next_alpha_z
2262,0.020014,0.209004,-0.019856,-0.649721,0.000963,0.000751,1.570351,0.009363,-1.409282,-0.911649,0.046986,-4.467442,0.019567,0.520183,-0.067866,1.183803,0.050788,-4.463125,0.016935,-1.034181,-0.063290,0.942942,0.053036,0.210149,-0.050713,-0.655850,0.001217,-0.023374,1.570255,0.010090,-1.407886,-0.819881,0.037053,-4.471679,-0.008401,0.493477,-0.072983,1.154938,0.033305,-4.496006,-0.013239
2263,0.020013,0.547037,1.582363,0.146670,0.040462,0.245614,1.622878,-0.284432,-0.462300,0.324853,-0.083443,-0.020828,-0.349393,0.805198,-0.475511,-2.180330,-0.083244,-0.029074,-0.353647,2.191034,-0.097473,-0.458643,-0.224476,0.542128,1.569468,0.147449,0.040093,0.245516,1.622594,-0.295444,-0.564539,0.227085,-0.090419,-0.070210,-0.340849,0.871473,-0.413417,-2.194197,-0.098885,-0.095327,-0.332304
2264,0.019997,0.379050,0.804116,-0.076057,0.001992,0.002248,1.331491,0.071540,-1.079281,1.298109,0.044003,-0.084320,0.474601,1.484155,0.349226,0.013792,0.044940,-0.085853,0.480926,0.025234,-0.048559,0.012711,0.730180,0.379516,0.792455,-0.070385,0.002164,0.001932,1.331893,0.070125,-1.076742,1.289687,0.039476,-0.089078,0.468355,1.096692,0.439414,0.015024,0.038584,-0.093821,0.467820
2265,0.019992,0.191555,-0.012090,1.317132,-0.001935,0.000789,1.570956,-0.044752,-0.012804,0.081131,-0.042523,-0.013603,0.001849,-0.033183,0.130692,0.160314,-0.042700,-0.015383,0.024136,-0.082929,0.041835,0.004689,0.062854,0.190907,-0.012239,1.317904,-0.002080,0.000728,1.570925,-0.043517,-0.012688,0.081664,-0.035706,-0.016984,-0.002655,-0.067491,-0.180122,0.138473,-0.030876,-0.021544,-0.003113
2266,0.019994,-3.748837,-1.215891,1.498230,-0.011527,-0.009096,1.584968,-0.485366,1.057738,0.081880,-0.008128,0.001429,0.018214,-1.207623,-0.630598,0.243615,-0.008624,0.001917,0.012788,-0.202053,-0.022146,-0.013635,0.018190,-3.755382,-1.203990,1.498288,-0.011561,-0.009093,1.584940,-0.480023,1.058988,0.087889,-0.011683,-0.002702,0.001756,-1.220270,-0.649836,0.258008,-0.011632,-0.006563,0.010641
2267,0.020006,-0.461111,1.110145,-1.445184,0.000941,0.014659,1.884476,-0.378355,-0.255744,0.144929,0.026065,-0.022333,2.488974,-0.035334,-0.506681,0.123926,0.028984,-0.024384,2.509103,-0.053817,-0.075726,-0.042830,-2.231494,-0.464564,1.106623,-1.444288,0.001060,0.014590,1.886658,-0.374703,-0.259671,0.142399,0.025015,-0.019023,2.489715,0.263213,-0.670280,0.104366,0.025331,-0.029334,2.458178
2268,0.020022,1.298562,-0.727813,-0.209231,0.013104,0.021799,1.115304,0.080117,-0.695524,0.569132,-0.033735,-0.073507,4.324640,0.544283,0.526946,0.112584,-0.035480,-0.074595,4.331950,-0.152409,-0.023757,-0.061495,0.319117,1.298197,-0.735488,-0.207210,0.013087,0.021476,1.119033,0.071303,-0.698557,0.566436,-0.033778,-0.078260,4.464333,0.775958,0.317195,0.120910,-0.031715,-0.080275,4.505959
2269,0.020061,0.384925,0.002599,-0.129123,0.021358,-0.009979,1.434653,0.013278,0.306064,-1.184348,-0.189706,-0.032100,0.490633,-0.138787,-0.027544,0.023760,-0.190170,-0.031234,0.495346,-0.005266,0.100489,-0.041445,0.182370,0.384436,0.005935,-0.135479,0.020656,-0.010098,1.435096,0.005630,0.310437,-1.193070,-0.189327,-0.034651,0.483071,-0.135296,0.199526,0.031192,-0.189280,-0.032183,0.477390
2270,0.019997,-0.683102,-0.918651,-1.517171,0.004176,-0.001879,1.848041,-0.117384,-0.045114,-0.013700,-0.078950,0.213566,0.022811,0.305149,-0.227775,0.272192,-0.050170,0.233504,0.001589,-0.337393,-2.867035,-1.882562,-1.722359,-0.684838,-0.918983,-1.517086,0.004293,-0.001009,1.848066,-0.118884,-0.044152,-0.008781,0.052228,0.227239,0.000625,0.090473,-0.112394,0.221051,0.074885,0.180143,0.006327
2271,0.019955,0.230145,0.184845,-1.162110,0.002295,0.142556,1.573568,-0.029680,0.982375,-0.208546,-0.013426,4.148635,-0.012497,-0.237004,-0.039845,0.068326,-0.020092,4.095226,-0.021218,0.533320,0.041078,-2.736760,-0.002597,0.229988,0.205607,-1.163284,0.002181,0.164178,1.573727,-0.030026,0.905385,-0.201180,-0.015582,3.900449,0.005593,-0.292185,-0.121054,-0.165888,-0.004980,3.843765,0.001440
2272,0.020005,0.150009,-0.702756,-0.412625,-0.038966,-0.070993,1.610402,1.709209,0.212213,-1.256243,0.787009,-0.051237,0.491560,-0.156216,2.192163,0.265054,0.789468,-0.043004,0.462599,-0.280957,-0.206822,0.089957,-0.567298,0.176787,-0.698019,-0.418667,-0.036052,-0.071142,1.610770,1.720337,0.240629,-1.245241,0.796563,-0.031637,0.485536,-0.221343,1.720309,0.293330,0.793930,-0.027546,0.497549
2273,0.019995,-0.053613,-1.038234,-1.221732,-0.009185,-0.005203,1.312298,0.283904,-0.315587,0.731081,0.016167,-0.051426,-0.165182,0.464428,0.368931,0.162649,0.021394,-0.053652,-0.134693,-0.103559,-0.039327,-0.020169,1.137031,-0.046976,-1.042420,-1.216277,-0.009076,-0.005470,1.311988,0.289700,-0.312020,0.733253,0.016748,-0.046232,-0.174857,0.181374,0.234977,0.163699,0.016183,-0.043242,-0.159980
2274,0.020000,0.499252,0.030421,1.313520,0.018838,-0.006515,1.734964,-0.642023,0.006470,-0.044233,-0.522043,0.040228,-0.544281,-0.152080,-0.537678,0.331151,-0.518799,0.042064,-0.567770,-0.297620,0.228905,0.106693,-0.285882,0.481276,0.031514,1.313238,0.016014,-0.006282,1.734318,-0.653198,0.009830,-0.026499,-0.508434,0.046177,-0.558089,-0.136563,-0.469532,0.336775,-0.508343,0.047390,-0.573305
2275,0.019996,0.188600,0.011066,-1.015501,-0.008357,-0.009820,1.523095,0.125416,-0.010800,-0.827321,-0.082784,-0.153787,-0.964433,-0.145792,0.035312,0.185596,-0.081531,-0.154385,-0.953532,-0.131084,-0.042139,-0.000930,0.881133,0.190194,0.010373,-1.019142,-0.008632,-0.010392,1.522254,0.128768,-0.006843,-0.825024,-0.076570,-0.161114,-0.955573,-0.155882,0.096643,0.156747,-0.079384,-0.158117,-0.945479
2276,0.020010,0.184166,0.055647,-1.317435,-0.001210,0.021025,1.572466,0.004972,-0.199231,-0.249790,0.019171,-1.205229,0.006427,0.003876,0.029826,0.099616,0.021708,-1.189007,-0.005039,-0.065572,-0.052630,0.840694,0.039427,0.184063,0.052658,-1.318655,-0.001129,0.016819,1.572429,0.005567,-0.205471,-0.251979,0.019386,-1.157966,0.000922,0.074717,0.074797,0.087908,0.014035,-1.125696,-0.000762
2277,0.019997,1.002827,0.398915,-0.711395,-0.075707,0.010889,1.738886,1.212226,0.381775,0.458132,-0.069830,-0.780391,-1.105348,-0.690216,1.504285,0.170760,-0.062352,-0.785882,-1.099884,-0.090567,0.191376,0.107999,-0.473363,1.022534,0.402468,-0.708515,-0.075938,0.007974,1.738003,1.239498,0.381565,0.463882,-0.053902,-0.792735,-1.144641,-0.492587,1.512452,0.170756,-0.052232,-0.793924,-1.139276
2278,0.020000,0.750224,1.142295,1.289079,0.014877,0.009922,1.592191,-0.471002,0.153752,-0.369704,-0.067472,-0.007129,1.881367,-0.143999,-0.356243,0.110897,-0.061578,-0.006638,1.864217,-0.094434,0.033138,-0.019642,-0.982318,0.743464,1.144436,1.287443,0.014660,0.009875,1.593818,-0.475216,0.150928,-0.370403,-0.063469,-0.006158,1.856271,-0.218403,-0.616772,0.116395,-0.057735,-0.010348,1.869641
2279,0.019995,0.120528,2.445171,-0.905611,-0.007904,0.022449,1.443066,-0.026369,0.294109,-0.381255,-0.017178,0.004448,-0.818902,-0.490913,0.033959,0.314972,-0.015712,0.004903,-0.822914,-0.265631,-0.062402,-0.000538,1.003198,0.119970,2.448727,-0.907445,-0.007955,0.022461,1.442341,-0.024664,0.285998,-0.370944,-0.008016,-0.000186,-0.815121,-0.375602,-0.044101,0.303829,-0.006748,0.000822,-0.825525
2280,0.019993,-0.910316,3.144530,1.538343,-0.008274,0.012684,1.574882,1.044515,0.270468,-0.004071,-0.050704,-0.061233,0.032022,-0.350833,1.313944,0.083316,-0.048996,-0.062295,0.041129,-0.040180,0.000151,0.042779,0.003265,-0.894976,3.146998,1.538560,-0.008454,0.012457,1.574884,1.045600,0.265286,-0.007316,-0.047403,-0.063713,0.037434,-0.191314,1.350797,0.079170,-0.045390,-0.062958,0.021637
2281,0.019962,0.216809,0.006945,-1.062596,-0.011901,-0.017351,1.512929,0.178040,0.055776,-0.802155,-0.070278,-0.177333,-0.887942,-0.116313,0.214287,0.172111,-0.067921,-0.175761,-0.891981,-0.142739,0.057314,0.033182,0.920022,0.218317,0.007037,-1.064605,-0.012025,-0.017664,1.512539,0.180582,0.059250,-0.800573,-0.070157,-0.172231,-0.892390,-0.042603,0.217707,0.176661,-0.073463,-0.165417,-0.876783
2282,0.020000,-0.089275,-0.301045,-1.527135,-0.002139,0.001672,1.377260,-0.179265,-0.235550,-0.032782,0.006711,-0.017505,-0.345075,0.182521,-0.247653,0.201065,0.007503,-0.015643,-0.337135,-0.157419,-0.046040,0.008360,0.992970,-0.092282,-0.303871,-1.526919,-0.002094,0.001614,1.376915,-0.178329,-0.235598,-0.028471,0.012151,-0.014923,-0.353786,0.190841,-0.197368,0.195658,0.017383,-0.013404,-0.353499
2283,0.020012,-0.724689,-0.919006,1.232896,0.000053,0.001865,1.824002,-0.078264,-0.018709,0.449002,-0.253418,-0.169729,0.022236,0.150675,-0.091828,0.070418,-0.218274,-0.083287,0.022192,-0.220105,-0.160896,-1.492915,0.117449,-0.726743,-0.918473,1.236597,-0.000572,0.002284,1.824048,-0.077625,-0.017925,0.446564,-0.021035,0.199893,0.050093,0.434925,-0.278355,0.150390,0.002650,0.227440,0.032299
2284,0.019990,0.498059,1.433399,0.137759,0.036285,0.238310,1.620058,-0.375284,-1.319312,-0.488951,-0.152767,-0.501426,-0.392393,1.446595,-0.619552,-1.977311,-0.153091,-0.517028,-0.391670,1.782481,-0.089636,-0.336404,-0.145962,0.488068,1.398731,0.132921,0.035305,0.235514,1.619466,-0.389947,-1.464418,-0.620890,-0.166935,-0.572425,-0.397601,1.715495,-0.547543,-1.892952,-0.168909,-0.580989,-0.397020
2285,0.019997,-1.089175,-0.808266,0.787307,-0.075663,-0.021156,1.319441,-0.178887,-0.577160,-0.149417,-0.320160,-0.278993,0.807920,0.658327,0.033196,0.276755,-0.314318,-0.270342,0.803748,-0.185191,0.000789,0.103377,0.476206,-1.090156,-0.817982,0.787446,-0.077431,-0.022560,1.320528,-0.133200,-0.573190,-0.130792,-0.310223,-0.269036,0.828512,0.744016,0.183314,0.247107,-0.309697,-0.266826,0.820556
2286,0.019996,-0.202225,0.191169,-1.100273,-0.015548,-0.001847,1.500542,0.594595,-0.538996,1.025002,0.037371,-0.030507,-3.487181,0.645703,0.608623,0.208769,0.033657,-0.034193,-3.468580,-0.159452,-0.073570,0.000172,2.498884,-0.190155,0.182516,-1.092461,-0.015343,-0.002096,1.495990,0.601741,-0.535627,1.030728,0.033687,-0.032237,-3.465941,0.444058,0.735246,0.195868,0.034922,-0.033446,-3.465026
2287,0.020001,-0.682084,-0.922043,1.065744,0.008297,0.004796,1.820301,0.012713,-0.012004,0.574866,-0.223920,-0.327024,0.075986,0.031132,0.081907,0.014875,-0.229909,-0.279466,0.070711,-0.210285,1.650430,0.889219,-0.737235,-0.681290,-0.922186,1.068372,0.007537,0.004102,1.820366,0.010831,-0.013845,0.568100,-0.185690,-0.134730,0.089163,0.345172,0.214090,0.069123,-0.130229,-0.038839,0.066027
2288,0.020010,-1.276822,3.065540,1.526199,-0.005816,0.016219,1.574933,1.039072,0.429906,0.043473,-0.003738,-0.001431,0.043032,-0.467292,1.170616,0.111200,-0.003474,-0.000304,0.047275,-0.073407,-0.056422,-0.071314,0.009407,-1.269222,3.067654,1.526384,-0.005819,0.016228,1.574935,1.039165,0.426483,0.042392,-0.002499,0.001244,0.047665,-0.390736,1.313157,0.118621,-0.000556,-0.005790,0.054828
2289,0.020015,-0.393980,1.162128,-1.461652,-0.000607,0.015406,1.849879,-0.440954,-0.189631,0.172932,0.020199,0.006769,2.323778,-0.093217,-0.672814,0.134939,0.017792,-0.002226,2.313769,-0.082186,-0.036764,-0.038504,-2.086069,-0.400857,1.157990,-1.460104,-0.000484,0.015409,1.852920,-0.435154,-0.195921,0.171543,0.013042,-0.005160,2.333175,0.236435,-0.609047,0.131304,0.013029,-0.005520,2.340518
2290,0.020010,0.179386,-0.020119,0.297735,-0.003983,0.004320,1.457707,-0.046660,0.062502,0.160116,0.002868,-0.041915,0.441684,-0.186198,0.047982,0.101013,0.003183,-0.039214,0.467783,-0.055156,0.027656,-0.027090,0.208663,0.179612,-0.020674,0.299846,-0.003975,0.004136,1.458259,-0.043177,0.059407,0.156197,0.003690,-0.036610,0.446818,0.160214,-0.090868,0.100218,0.003024,-0.036026,0.454917
2291,0.019984,-0.133894,-1.151825,0.536750,-0.009689,-0.001595,1.693367,-0.517033,0.252297,1.078671,0.084725,0.040903,1.541190,-0.381794,-0.479988,0.181095,0.085143,0.041882,1.543487,-0.146707,-0.020911,-0.038006,-1.482838,-0.139127,-1.149072,0.540648,-0.009397,-0.001442,1.694660,-0.511130,0.253682,1.079645,0.085254,0.035664,1.503157,-0.355590,-0.515193,0.191740,0.086680,0.032895,1.510666
2292,0.020004,1.600799,-0.058184,0.113247,0.243044,-0.015777,1.562569,4.112528,-0.314515,2.171458,3.912426,-0.227011,0.141041,0.257594,3.548634,1.674370,3.902666,-0.224418,0.138944,-0.857778,-2.130399,0.078832,0.291973,1.658725,-0.063382,0.125192,0.257486,-0.016546,1.562426,4.020854,-0.308649,2.297397,3.842413,-0.211312,0.150215,0.324228,3.113337,1.341419,3.816093,-0.219158,0.178374
2293,0.019995,-0.498385,-0.906896,0.896647,-0.009884,0.000218,1.749194,-0.256073,0.270320,0.837230,-0.049233,-0.009318,-0.060315,-0.331323,-0.189249,0.036807,-0.048527,-0.007596,-0.061684,0.005992,0.009305,-0.029329,-0.963758,-0.501430,-0.903698,0.900479,-0.010072,0.000181,1.749151,-0.251490,0.270861,0.830555,-0.052064,-0.014724,-0.078219,-0.459043,-0.333438,0.035709,-0.052748,-0.015957,-0.087581
2294,0.019997,1.277803,-0.112993,-0.580853,0.102964,-0.033664,1.639939,0.765925,1.303558,-0.582950,0.411213,0.327684,0.355407,-1.234998,0.925439,-0.044904,0.395816,0.322665,0.358213,0.128637,-0.311638,-0.068084,-0.875875,1.289213,-0.090720,-0.583824,0.105138,-0.031956,1.640966,0.701314,1.314946,-0.587810,0.372729,0.322618,0.371958,-1.403434,0.940323,-0.060222,0.369662,0.323310,0.362341
2295,0.019991,0.472493,1.192280,-1.033655,0.036174,0.108156,1.709305,-0.099272,-0.094256,0.110583,0.100791,0.379110,-0.562481,0.182976,-0.221600,-0.234993,0.100854,0.377572,-0.557681,0.308165,-0.106424,-0.204531,-0.240922,0.470928,1.189381,-1.033526,0.036502,0.109521,1.708860,-0.107269,-0.136311,0.095212,0.094920,0.359527,-0.551342,0.235766,-0.290877,-0.233191,0.095987,0.353660,-0.562939
2296,0.019996,0.578495,0.424975,1.110219,0.015000,0.005823,1.699946,-0.402560,-0.618433,-0.442630,-0.092532,-0.107199,0.553890,0.684698,-0.724378,0.185951,-0.094148,-0.107256,0.569707,-0.146607,0.039614,0.024555,-0.745089,0.572792,0.418128,1.107507,0.014642,0.005428,1.700508,-0.406514,-0.619615,-0.441499,-0.099530,-0.108183,0.555688,0.748008,-0.352332,0.180275,-0.093416,-0.103762,0.567745
2297,0.019999,0.692975,0.008355,-1.557621,-0.042003,0.003629,1.568733,0.953339,-0.039289,-0.099135,0.174797,-0.070859,0.014989,-0.112990,1.074351,0.225755,0.182591,-0.067657,0.003773,-0.182414,0.116500,0.009199,0.056145,0.715402,0.007128,-1.558368,-0.040928,0.003300,1.568646,0.974898,-0.039752,-0.092052,0.202905,-0.059816,0.013340,0.046816,1.080723,0.208508,0.205638,-0.061571,0.009215
2298,0.019999,0.517618,-0.554711,1.388588,0.066047,-0.080907,1.519277,1.221969,-0.177878,0.579344,0.564434,0.157621,-0.246751,0.202294,1.161784,-0.144445,0.554650,0.167587,-0.258443,0.286096,-0.488231,0.175727,0.550743,0.540227,-0.553105,1.393346,0.069143,-0.079938,1.519153,1.180794,-0.127044,0.564996,0.529707,0.195674,-0.216299,0.267062,1.397711,-0.160303,0.526478,0.199421,-0.217384
2299,0.019974,0.237664,0.826592,-0.324851,0.001997,-0.019152,1.546136,-0.066358,0.956050,-0.772137,0.015203,0.063058,-0.410667,-1.202363,-0.097314,0.057039,0.017185,0.071067,-0.421714,-0.006802,0.023746,-0.019165,0.318931,0.238721,0.843191,-0.330006,0.002087,-0.018779,1.545590,-0.065700,0.964696,-0.780059,0.016429,0.067507,-0.435466,-1.128939,-0.111927,0.056784,0.014324,0.061934,-0.434117
2300,0.020003,0.612871,-0.461352,-0.317494,0.009157,0.000278,1.313780,-0.089501,0.370795,0.970675,0.029297,0.068893,0.242200,-0.586548,-0.292181,0.139973,0.035241,0.068545,0.250717,-0.098154,-0.049233,0.006616,0.928437,0.612049,-0.454917,-0.310649,0.009341,0.000655,1.314037,-0.093046,0.371349,0.969751,0.031987,0.067913,0.225223,-0.446228,-0.351667,0.130105,0.031618,0.067834,0.258528
2301,0.019990,-0.595968,0.517314,0.313222,-0.020881,0.028086,1.755960,0.350499,-0.889210,-1.237718,-0.054070,-0.226252,-4.997757,0.984704,0.270378,0.310004,-0.054013,-0.227527,-4.985247,-0.302083,-0.103554,-0.043818,2.666692,-0.590499,0.506967,0.308238,-0.021182,0.027152,1.751668,0.359448,-0.895689,-1.225668,-0.047877,-0.235842,-4.954535,0.934328,0.233919,0.319781,-0.048312,-0.234519,-4.915570
2302,0.019981,0.599572,-0.390763,-0.240340,0.010202,0.004905,1.316882,-0.133985,0.368095,0.954455,0.002489,0.078249,0.256027,-0.317002,-0.337595,0.114393,0.003200,0.082055,0.282927,-0.060363,-0.053959,-0.037221,0.893147,0.597668,-0.384450,-0.233441,0.010217,0.005333,1.317194,-0.138413,0.366703,0.951110,0.004258,0.075623,0.256787,-0.305048,-0.365149,0.105927,0.003235,0.075488,0.278095
2303,0.020003,0.245818,0.578284,0.849834,0.011700,0.274384,1.570137,0.106071,-1.602368,-1.122357,0.032413,-3.931288,0.104417,0.923402,0.314735,-1.489046,0.024414,-4.006696,0.112306,0.234470,-0.194461,-0.672825,-0.156682,0.247448,0.536674,0.839584,0.011807,0.252266,1.569990,0.097805,-1.762623,-1.185597,0.018762,-4.201214,0.096596,0.869871,0.184987,-1.097842,0.020258,-4.222961,0.100310
2304,0.019987,0.368569,-0.103156,-0.789373,-0.001603,-0.002384,1.338970,0.749882,-0.373599,1.150475,0.076126,0.073889,-2.773725,0.159904,1.073662,0.158691,0.075358,0.074247,-2.769993,-0.105097,-0.039216,-0.028554,2.566457,0.379243,-0.107015,-0.783485,-0.001321,-0.002132,1.336520,0.749675,-0.371247,1.151673,0.072567,0.070504,-2.759453,0.393228,0.941479,0.158113,0.075397,0.070926,-2.753369
2305,0.019997,0.188199,0.051288,-0.728429,-0.023668,0.008890,1.569101,-0.176159,-0.018771,-0.529921,0.187145,0.001588,0.015119,0.005334,-0.308123,0.090105,0.196997,0.003626,0.028338,-0.027830,0.112336,-0.007245,0.038758,0.183196,0.051727,-0.731967,-0.022467,0.008859,1.569127,-0.163173,-0.021170,-0.535106,0.227457,-0.006793,0.023033,-0.142325,-0.476814,0.082072,0.230079,-0.007088,0.020082
2306,0.019987,0.124948,-0.049705,1.243905,0.071527,0.122728,1.545597,-1.493331,-0.462180,-1.039835,-1.043171,-0.458055,0.003591,0.336110,-1.488816,-0.187031,-1.048932,-0.481992,0.007660,-0.243612,0.321484,-0.223730,-0.204880,0.100889,-0.057744,1.238903,0.067419,0.120512,1.545579,-1.519299,-0.507957,-1.043388,-1.133179,-0.698588,0.010801,0.214917,-1.362021,0.069112,-1.184788,-0.816612,0.022766
2307,0.020013,-1.719975,0.179783,0.266363,-0.402232,0.026912,1.563395,1.804444,-0.139764,-0.064173,1.673574,-0.154158,0.005722,0.069935,1.830720,-5.137259,1.698523,-0.156408,-0.000003,4.372255,1.514894,-0.151499,-0.147256,-1.676470,0.178213,0.265789,-0.395662,0.026408,1.563511,1.990949,-0.151024,-0.250231,1.865929,-0.163863,-0.005306,0.148475,2.077423,-4.949323,1.936285,-0.161169,0.005198
2308,0.020003,0.606098,0.038917,0.428771,0.247322,0.010719,1.563681,0.817448,0.015231,-0.286632,3.103048,0.004324,-0.023506,-0.098573,0.310872,-1.326522,3.013792,0.003723,-0.024994,1.994742,-6.073319,-0.019566,0.151734,0.623735,0.038702,0.429504,0.263096,0.010677,1.563547,0.669215,0.011237,-0.359401,2.664741,-0.005262,-0.016704,0.031729,0.292692,-1.615883,2.620161,-0.004734,-0.014387
2309,0.020001,-0.616787,0.767736,-0.900617,-0.064013,0.088664,1.645879,-1.335201,-0.354702,-0.721605,-0.584533,0.088745,-1.123549,0.332213,-1.347728,-0.268255,-0.583453,0.086852,-1.132408,0.375117,0.212937,-0.088527,-0.077198,-0.633557,0.761598,-0.903936,-0.066281,0.088910,1.644873,-1.304238,-0.385776,-0.738474,-0.576782,0.076047,-1.123456,0.281838,-1.400965,-0.269805,-0.572816,0.073403,-1.133019
2310,0.019990,0.297728,0.293931,-0.469346,-0.018437,-0.012454,1.453812,0.037308,0.585218,-0.999547,-0.081502,0.089548,0.253414,-0.602352,-0.125138,0.243660,-0.079556,0.096224,0.278058,-0.218121,0.097559,0.017634,0.264691,0.298679,0.303550,-0.476240,-0.018862,-0.011923,1.454046,0.048729,0.589611,-0.988745,-0.073712,0.094712,0.254822,-0.633265,-0.043265,0.264213,-0.072146,0.093459,0.260361
2311,0.020016,0.367965,0.997785,-0.177229,-0.000797,0.007415,1.325272,0.086954,-1.104768,1.417507,0.048384,-0.083256,0.406265,1.208226,0.388612,0.085506,0.044703,-0.087682,0.399956,0.005495,-0.027938,-0.017469,0.806118,0.369540,0.980105,-0.167225,-0.000533,0.006945,1.325799,0.086385,-1.103621,1.410175,0.045923,-0.082652,0.396720,1.423690,0.410532,0.070521,0.048757,-0.080726,0.408138
2312,0.019989,-0.093371,0.239109,0.807275,0.001395,0.004193,1.402841,-0.224309,0.199130,0.583205,-0.008653,-0.013232,0.566531,-0.259836,-0.299242,0.120159,-0.010010,-0.016032,0.582461,-0.093393,-0.034509,0.001035,0.396586,-0.098133,0.243539,0.811376,0.001310,0.004109,1.403559,-0.224743,0.197887,0.579685,-0.022692,-0.012756,0.564844,-0.290200,-0.329132,0.113174,-0.021176,-0.011783,0.583202
2313,0.019872,1.688972,-0.133986,0.427673,0.361902,-0.019720,1.572385,-3.027968,0.107924,-1.295765,-3.479817,0.159166,0.063141,0.033905,-2.330011,-3.692640,-3.502832,0.159972,0.066897,2.281987,-0.629133,0.075103,-0.084484,1.626868,-0.131731,0.419472,0.348644,-0.019182,1.572646,-3.186558,0.117537,-1.424974,-3.664567,0.166629,0.042587,-0.188373,-2.626556,-3.249542,-3.727047,0.172524,0.043462
2314,0.020165,0.226754,0.057747,-0.045912,0.004228,0.007386,1.562200,0.024350,-0.017330,0.002221,0.026207,-0.094285,0.028204,-0.038347,0.201273,0.097412,0.026019,-0.096780,0.035779,-0.061952,-0.050074,-0.039072,0.025833,0.227853,0.057806,-0.045620,0.004343,0.006878,1.562251,0.021996,-0.020055,-0.001424,0.018125,-0.087837,0.056710,-0.134507,0.142722,0.125486,0.016574,-0.087200,0.049404
2315,0.020007,-0.127019,-1.623906,0.879567,-0.050380,-0.416260,1.594214,-0.084258,0.246600,1.270563,-0.024516,0.122900,0.135925,-0.656935,0.091354,-5.014197,-0.019386,0.182484,0.117008,4.897352,0.251034,2.216369,-0.376558,-0.129711,-1.600887,0.888518,-0.050496,-0.414920,1.594336,-0.056547,0.533371,1.016039,0.000419,0.382089,0.103324,-0.769545,0.025201,-5.082022,0.001862,0.408386,0.108530
2316,0.020004,0.597668,-0.384450,-0.233441,0.010217,0.005333,1.317194,-0.138413,0.366703,0.951110,0.004258,0.075623,0.256787,-0.305048,-0.365149,0.105927,0.003235,0.075488,0.278095,-0.064083,-0.045130,-0.026273,0.879857,0.596297,-0.380256,-0.228868,0.010223,0.005590,1.317418,-0.141577,0.365547,0.948821,0.001031,0.068602,0.266629,-0.304737,-0.202485,0.108702,0.002542,0.064994,0.294663
2317,0.020009,-0.679976,-0.918117,-1.271218,0.008799,0.004870,1.846418,0.020577,-0.112069,0.484055,-0.046805,-0.282404,0.040511,-0.097592,0.170448,0.030837,-0.082400,-0.314944,0.029522,-0.217575,2.296488,2.195651,-0.856101,-0.679581,-0.919581,-1.268399,0.008003,0.003450,1.846445,0.017766,-0.114197,0.476124,-0.258328,-0.404153,0.041864,0.121363,-0.134388,0.022923,-0.284799,-0.375146,0.021507
2318,0.020010,0.316832,-0.352198,-1.661428,0.079493,-0.009284,1.841384,1.845455,-0.107717,-0.282837,0.470445,-0.602789,-0.981243,0.551981,2.144338,0.362454,0.466665,-0.599675,-0.972025,-0.320184,-0.439677,0.138062,-0.418101,0.340951,-0.355508,-1.662830,0.081223,-0.011366,1.840388,1.811365,-0.112940,-0.264820,0.447394,-0.602141,-0.977629,0.526088,1.909002,0.359889,0.439268,-0.599406,-0.984131
2319,0.019991,-0.761961,-0.925378,0.316303,-0.009080,0.005033,1.822126,-0.134547,0.028195,0.970234,-0.312121,-0.248500,-0.111803,-0.062208,-0.057041,0.031963,-0.320015,-0.240534,-0.134564,-0.261118,1.907212,0.936351,-0.616168,-0.763419,-0.924776,0.320922,-0.010129,0.004596,1.822016,-0.130328,0.028539,0.965748,-0.255522,-0.059980,-0.103018,0.249394,-0.141990,0.101995,-0.190282,0.053816,-0.129436
2320,0.020000,0.348060,-0.151177,0.093452,-0.001968,0.004069,1.338740,-0.245549,0.118226,1.070607,-0.008769,-0.126768,0.355185,-0.081478,-0.295871,0.244443,-0.008853,-0.126017,0.358250,-0.177950,0.028298,0.037478,0.763630,0.344805,-0.150757,0.098366,-0.001987,0.003616,1.339035,-0.244025,0.115720,1.074985,-0.003889,-0.132700,0.365861,-0.087790,-0.424364,0.234799,-0.007179,-0.135743,0.383055
2321,0.019997,0.169642,2.362374,-0.920044,-0.008770,0.013469,1.321458,-0.016519,-0.197018,0.207519,-0.020738,0.050489,-0.316328,0.386653,0.077553,0.328430,-0.020673,0.049660,-0.315532,-0.289585,-0.008057,-0.029069,1.217867,0.169235,2.359896,-0.919080,-0.008861,0.013666,1.321172,-0.014505,-0.201543,0.217423,-0.027641,0.052846,-0.328394,0.242843,-0.131510,0.317108,-0.030045,0.053494,-0.325380
