pair_idx,dt,curr_x,curr_y,curr_z,curr_roll,curr_pitch,curr_yaw,curr_vx,curr_vy,curr_vz,curr_wx,curr_wy,curr_wz,curr_ax,curr_ay,curr_az,curr_alpha_x,curr_alpha_y,curr_alpha_z,thrust,torque_roll,torque_pitch,torque_yaw,next_x,next_y,next_z,next_roll,next_pitch,next_yaw,next_vx,next_vy,next_vz,next_wx,next_wy,next_wz,next_ax,next_ay,next_az,next_alpha_x,next_alpha_y,next_alpha_z
0,0.019994,0.167956,-0.035070,-0.053622,-0.003400,0.003004,1.560010,-0.034784,0.167662,-0.011627,-0.038426,0.039023,0.040808,-0.255342,-0.041124,0.148191,-0.038651,0.037382,0.066120,-0.106187,-0.006115,-0.072297,0.048055,0.166251,-0.032501,-0.054143,-0.003568,0.003201,1.560092,-0.033762,0.166184,-0.012451,-0.031372,0.035399,0.057915,-0.359822,-0.192767,0.130039,-0.032653,0.036799,0.065268
1,0.020011,0.456950,-1.101890,-0.933523,0.008584,-0.012778,1.299833,0.429210,0.138639,0.630142,0.087135,0.043211,-0.033107,-0.207668,0.319212,0.121624,0.085978,0.043181,-0.015942,-0.093741,-0.035759,-0.034575,1.116296,0.463384,-1.099983,-0.930898,0.008921,-0.012606,1.299777,0.427101,0.143992,0.628602,0.090333,0.049408,-0.036332,-0.218211,0.476636,0.136182,0.085630,0.060308,-0.024142
2,0.019983,-0.748948,-0.830197,-0.787573,0.002755,0.004319,1.812837,0.042744,-0.062430,-1.000787,-0.278009,-0.374266,0.297692,0.152277,0.222971,0.058398,-0.285354,-0.367652,0.284074,-0.314480,2.169091,1.268772,-0.628033,-0.747337,-0.830452,-0.791862,0.001806,0.003423,1.813077,0.043114,-0.062649,-1.005306,-0.229722,-0.185961,0.260642,0.345172,0.009948,0.141860,-0.169537,-0.082841,0.249717
3,0.019960,-0.143960,-0.950979,1.259741,0.013511,-0.014594,1.232564,0.204278,0.800348,-0.698960,0.136649,0.370384,0.470820,-0.864892,-0.193038,0.279300,0.139087,0.372135,0.468967,-0.219064,0.031627,-0.081192,1.040676,-0.140222,-0.940974,1.256996,0.014047,-0.013241,1.232961,0.201337,0.806798,-0.691137,0.143879,0.375500,0.457475,-0.978339,-0.155127,0.264398,0.147740,0.374454,0.454713
4,0.019999,0.218859,-0.382507,0.099601,0.003824,-0.276465,1.566905,0.007911,-0.599952,-0.481977,0.009870,-1.855193,0.002442,0.490895,-0.220616,-1.620257,0.006316,-1.710930,0.000811,1.951200,-0.041457,3.975493,0.064676,0.218867,-0.389711,0.096562,0.003883,-0.284388,1.566886,0.006575,-0.432714,-0.561162,0.007344,-1.227787,0.014359,0.547606,0.179599,-1.784200,0.008553,-1.176800,0.017971
5,0.019970,0.191024,-0.059467,0.363902,-0.002636,-0.029584,1.569538,-0.045835,1.870793,-0.998324,-0.026741,4.355277,0.029724,-1.170134,0.009382,1.229360,-0.034482,4.351859,0.016990,-1.324354,0.070697,-1.061595,0.018007,0.190529,-0.018664,0.357050,-0.002809,-0.006110,1.569666,-0.043942,1.888633,-0.898467,-0.026707,4.336952,0.017918,-1.099054,-0.060166,1.278702,-0.025437,4.340915,0.012658
6,0.019999,0.463384,-1.099983,-0.930898,0.008921,-0.012606,1.299777,0.427101,0.143992,0.628602,0.090333,0.049408,-0.036332,-0.218211,0.476636,0.136182,0.085630,0.060308,-0.024142,-0.098948,-0.052670,-0.049217,1.099297,0.469760,-1.098001,-0.928324,0.009262,-0.012409,1.299713,0.424626,0.149532,0.627787,0.093436,0.050299,-0.023173,-0.073995,0.513907,0.128715,0.090126,0.042748,-0.019218
7,0.019989,-0.108757,-0.526197,1.173123,0.034914,0.044240,1.252534,-0.273323,0.670515,-0.726706,0.035826,0.276793,0.474360,-0.423348,-0.633156,-0.119411,0.031820,0.272515,0.464950,0.192564,-0.120065,-0.160213,0.983635,-0.114454,-0.516242,1.170245,0.035088,0.045710,1.253249,-0.298290,0.651915,-0.745764,0.021585,0.266929,0.471617,-0.182635,-0.495585,-0.130842,0.020034,0.266292,0.467616
8,0.019993,0.219552,0.024190,1.320556,-0.000321,0.006173,1.600212,-0.066743,0.014129,-0.031367,-0.002395,0.022772,-0.100534,0.004952,-0.135101,0.161370,-0.000281,0.022622,-0.103261,-0.132671,-0.052167,-0.054721,0.006604,0.218522,0.024492,1.320241,-0.000314,0.006260,1.600081,-0.066386,0.012266,-0.030910,0.001779,0.022137,-0.105872,-0.108901,0.068007,0.155050,-0.000573,0.020383,-0.113053
9,0.020013,2.054102,2.948178,-0.936250,0.095595,0.025083,1.737105,-2.712505,1.046975,-1.165257,-0.467480,0.252819,0.688857,-1.880244,-2.875719,0.565339,-0.466444,0.254036,0.686385,-0.610555,0.157945,0.113588,-1.178224,2.013282,2.959559,-0.942484,0.093870,0.025983,1.737914,-2.741179,1.030818,-1.136662,-0.471500,0.264069,0.670100,-1.719244,-2.717483,0.588359,-0.474228,0.270647,0.672816
10,0.019999,-0.741319,-0.520221,1.126328,-0.049295,0.004870,1.556293,-1.498948,-1.271327,-0.361931,-0.560075,-0.889730,0.519899,1.290471,-1.615071,0.513881,-0.545870,-0.856525,0.504491,-0.680382,-0.280298,-0.587623,1.322978,-0.762234,-0.535544,1.125312,-0.050944,0.002468,1.556853,-1.477380,-1.270935,-0.334659,-0.399559,-0.594801,0.521289,1.573645,-1.763909,0.601247,-0.378399,-0.559449,0.527704
11,0.019997,-0.171277,-0.940209,1.364054,0.004764,-0.047788,1.222020,-0.522623,-1.592287,0.483240,-0.018792,-0.498442,-0.035183,1.769242,0.253059,0.230753,-0.022287,-0.499640,-0.055816,-0.092005,-0.039516,0.229303,1.290330,-0.182532,-0.963708,1.369019,0.004646,-0.050494,1.221862,-0.513997,-1.558315,0.493268,-0.025799,-0.485555,-0.042800,1.618426,0.335301,0.192758,-0.025983,-0.482314,-0.043894
12,0.019988,-0.684638,-0.958979,-1.211441,0.005471,-0.004888,1.847913,-0.051471,-0.117625,0.385388,-0.316622,-0.302794,0.044552,0.254367,0.071747,0.145845,-0.276739,-0.175483,0.024173,-0.330550,0.095211,-1.318125,-0.006785,-0.685451,-0.961018,-1.209025,0.004295,-0.005285,1.847995,-0.054584,-0.114347,0.387560,-0.129295,0.055679,0.050760,0.339888,-0.136405,0.224449,-0.059758,0.140093,0.049830
13,0.020005,-0.300617,-1.062128,0.784263,-0.086624,-0.027986,1.357979,1.842047,-0.271944,-0.338263,0.286986,0.184238,1.081615,0.080001,2.055798,-0.071967,0.290206,0.192620,1.087493,0.089657,0.017572,-0.036936,0.474681,-0.256472,-1.065623,0.782527,-0.085066,-0.026824,1.359104,1.890036,-0.264418,-0.350479,0.290963,0.199174,1.083246,-0.180460,2.190687,-0.055801,0.292865,0.199938,1.095619
14,0.020014,0.225803,-0.533034,0.216974,-0.001142,0.029606,1.524132,0.021058,-0.857003,-0.733996,0.012212,-0.063961,0.548942,0.888304,0.082276,-0.034938,0.011634,-0.066027,0.553954,0.065703,-0.029098,-0.030916,-0.005797,0.226120,-0.542956,0.214030,-0.001100,0.029365,1.524583,0.021190,-0.866254,-0.743758,0.009096,-0.070272,0.557078,1.094301,-0.119898,-0.026285,0.009367,-0.071256,0.582313
15,0.019991,0.637383,-0.435202,-0.874359,0.063865,-0.240659,1.545913,0.302563,-3.258415,2.333790,0.021198,-1.149638,-0.016130,3.180449,0.195369,1.821892,0.018072,-1.120829,0.001255,-1.034975,-0.107122,0.924012,0.168976,0.642001,-0.481888,-0.850183,0.064050,-0.246566,1.545476,0.271429,-3.121960,2.546636,0.006242,-1.034402,-0.024748,2.999054,0.017476,1.509543,0.000382,-1.007195,-0.015127
16,0.020003,-0.346452,0.702851,1.228542,-0.003683,-0.003236,1.483373,-0.050402,0.374032,0.399819,-0.030813,0.055180,0.670952,-0.464590,-0.159137,0.148247,-0.028999,0.055901,0.681924,-0.090964,0.007796,0.008324,0.042565,-0.346339,0.707953,1.230578,-0.003787,-0.003018,1.483969,-0.047954,0.375706,0.399586,-0.025252,0.059863,0.670749,-0.321306,0.017845,0.116061,-0.026770,0.060481,0.702064
17,0.020098,0.180962,-0.041208,1.293146,0.003500,-0.009504,1.667485,0.076177,-0.169854,0.000864,-0.014261,-0.057579,-0.340182,0.251139,0.199330,0.215632,-0.013001,-0.058395,-0.345206,-0.181373,-0.017652,0.032987,-0.130712,0.181664,-0.043359,1.292727,0.003447,-0.009705,1.667164,0.074139,-0.166068,0.004301,-0.021172,-0.055990,-0.338532,0.340510,0.129093,0.216606,-0.017170,-0.057331,-0.364680
18,0.020004,-0.462863,3.202074,1.522605,-0.011241,0.083686,1.574152,1.107340,0.129881,-0.876088,-0.187386,10.533224,0.102434,3.899382,1.765650,-7.416343,-0.197503,10.690523,0.109603,8.025067,0.450831,-4.027269,-0.121123,-0.446122,3.203203,1.516985,-0.011986,0.123404,1.573756,1.111557,0.082448,-1.341087,-0.177711,11.000405,0.111831,3.509695,1.498848,-7.942381,-0.162532,10.969958,0.121117
19,0.019996,-0.708991,0.905285,0.622561,-0.015162,0.031759,1.968790,-0.121059,-0.387758,-1.191272,0.022592,0.190289,-2.698791,0.417734,-0.408669,-0.105011,0.025408,0.190517,-2.783321,0.017846,0.304272,-0.090589,-2.088770,-0.710289,0.897965,0.613948,-0.015058,0.032732,1.965023,-0.105456,-0.399403,-1.210846,0.051405,0.183400,-3.036355,0.382158,-0.400107,-0.059420,0.054471,0.182373,-3.048961
20,0.020012,0.088575,0.095246,0.018450,-0.025195,0.056019,1.548434,-0.323268,0.895625,-0.041870,-0.089937,0.265649,0.092926,-0.878401,-0.495708,-0.253896,-0.088945,0.253674,0.078578,0.257878,0.112062,-0.296728,0.087284,0.083474,0.104797,0.017216,-0.025518,0.056934,1.548490,-0.313776,0.873112,-0.064448,-0.088104,0.237716,0.089219,-0.786831,-0.450122,-0.227192,-0.079436,0.227594,0.103772
21,0.019979,-1.379403,-0.229450,0.962524,0.039200,0.014253,1.332103,-1.010436,-0.846705,-0.653979,-0.451539,-0.215708,-0.838567,1.266204,-0.701105,0.189835,-0.456362,-0.218973,-0.851515,-0.255762,0.122258,-0.067206,1.382922,-1.404506,-0.243126,0.957401,0.036641,0.013059,1.331090,-1.032094,-0.845001,-0.647821,-0.465290,-0.234395,-0.845962,1.618737,-0.977108,0.247902,-0.463780,-0.237023,-0.836280
22,0.020005,0.378353,0.821644,-0.084658,0.001728,0.002697,1.330889,0.073301,-1.082818,1.310309,0.041352,-0.081252,0.454028,1.398299,0.443867,0.030978,0.035706,-0.081331,0.456620,0.029748,-0.053049,-0.020741,0.718266,0.379050,0.804116,-0.076057,0.001992,0.002248,1.331491,0.071540,-1.079281,1.298109,0.044003,-0.084320,0.474601,1.484155,0.349226,0.013792,0.044940,-0.085853,0.480926
23,0.019994,-4.043114,0.106461,1.523852,-0.012651,-0.006935,1.581995,0.015020,1.180451,0.008928,-0.035172,0.007665,-0.012367,-1.558458,0.040380,0.148388,-0.037334,0.009964,-0.016034,-0.114867,-0.020957,-0.021363,0.060096,-4.043043,0.119155,1.523455,-0.012771,-0.006894,1.581947,0.019313,1.180255,0.009028,-0.034893,0.005578,-0.013702,-1.333741,-0.119455,0.159776,-0.034671,0.004019,-0.020477
24,0.020006,0.195586,-0.028783,0.341813,0.001018,0.004484,1.480056,0.003170,0.025421,-0.170322,-0.015113,0.047889,0.339375,-0.121095,0.011916,0.088553,-0.015204,0.046286,0.335166,-0.057091,-0.036011,-0.025831,0.219018,0.195207,-0.029240,0.341460,0.000961,0.004673,1.480352,0.002821,0.023590,-0.172086,-0.017691,0.047876,0.339153,-0.038921,-0.173086,0.111834,-0.014206,0.051312,0.346680
25,0.020004,0.215135,-0.499609,0.490977,0.001512,-0.312940,1.566387,-0.059098,-0.245969,-0.536862,-0.033507,-0.286738,0.065347,0.600420,-0.211292,-2.303447,-0.032055,-0.149337,0.061492,2.311347,-0.012535,3.467231,-0.021560,0.212974,-0.497867,0.487989,0.001312,-0.312598,1.566530,-0.058998,-0.053407,-0.646780,-0.033296,0.280721,0.077542,0.160740,-0.057361,-2.326417,-0.033810,0.332536,0.078485
26,0.020000,-0.291307,-1.055410,0.679485,-0.002404,0.001406,1.728570,-0.389943,0.264876,1.095748,0.012917,-0.001166,0.971207,-0.254648,-0.545649,0.109678,0.010576,-0.001325,0.972666,-0.071423,-0.077398,-0.019267,-1.368083,-0.296159,-1.052285,0.684289,-0.002363,0.001418,1.729417,-0.387831,0.264835,1.093751,0.009638,0.002210,0.955119,-0.324557,-0.579205,0.110720,0.009969,0.002063,0.954191
27,0.019999,-0.081573,0.047459,-1.573982,0.038985,0.006859,1.578412,-2.638164,0.012745,0.219337,-0.773853,0.020561,-0.021134,0.077323,-2.832125,0.735627,-0.773820,0.019742,-0.021236,-0.700567,0.184227,0.049065,0.049331,-0.119469,0.048478,-1.571915,0.036069,0.006911,1.578467,-2.646613,0.012485,0.254539,-0.786941,0.015155,-0.024766,0.048322,-2.935205,0.734497,-0.787121,0.018395,-0.038396
28,0.019990,-1.076033,2.674329,-0.015308,-0.112156,0.088739,1.466867,-2.552042,-1.652520,1.490101,-0.618252,-0.545812,-1.818730,1.824208,-2.691651,0.263331,-0.610790,-0.551336,-1.802951,-0.183653,0.275445,0.072264,1.135535,-1.125097,2.644694,-0.004975,-0.115727,0.085541,1.464918,-2.482854,-1.700900,1.521408,-0.584571,-0.549162,-1.810928,2.278568,-2.696547,0.270399,-0.579369,-0.553628,-1.832940
29,0.020013,-4.041808,-0.015342,1.526209,-0.011649,-0.007530,1.582389,-0.025475,1.179347,0.013622,-0.026160,0.020455,-0.007326,-1.432962,-0.319489,0.159464,-0.022050,0.018143,0.014139,-0.103461,-0.059297,-0.026787,0.018119,-4.041998,-0.008896,1.526146,-0.011686,-0.007499,1.582378,-0.023273,1.179457,0.013697,-0.022425,0.015142,0.012005,-1.450176,-0.202509,0.119809,-0.027777,0.014725,-0.019737
30,0.019992,0.021502,1.263301,1.103754,0.004461,0.012543,1.746940,-0.604444,-0.069756,-0.456129,-0.028222,-0.012676,2.033218,0.175253,-0.770801,0.110834,-0.025389,-0.011845,2.028711,-0.067455,-0.044684,-0.037523,-1.713409,0.012953,1.262289,1.100895,0.004386,0.012482,1.748743,-0.603968,-0.073656,-0.459233,-0.026883,-0.020537,2.059407,-0.078298,-0.814517,0.099767,-0.029141,-0.018982,2.053312
31,0.019996,0.230883,-0.196952,-0.295052,0.003948,-0.141682,1.568805,-0.032310,-1.361402,-0.493054,-0.040345,-4.233260,0.021124,0.511050,-0.045798,0.478406,-0.039305,-4.184595,0.027542,0.187257,-0.040982,1.981875,0.108587,0.230392,-0.214735,-0.297183,0.003839,-0.156636,1.568728,-0.033283,-1.308773,-0.461621,-0.031411,-4.098844,0.008762,0.568431,0.226637,0.249337,-0.031512,-4.052235,0.025857
32,0.020005,-0.321200,3.243284,-1.030845,-0.013568,0.097853,1.773264,-2.969987,-0.258323,0.116575,-0.521488,0.318178,0.477696,-0.234015,-3.375840,-0.149124,-0.520305,0.320589,0.474854,0.329242,0.203493,-0.092921,-1.355013,-0.360676,3.240009,-1.030275,-0.015479,0.099024,1.773668,-2.949857,-0.291201,0.103285,-0.513646,0.318337,0.467150,-0.418375,-3.465118,-0.183336,-0.509066,0.319273,0.445624
33,0.020001,1.333939,0.676511,0.283343,0.126851,0.057735,1.574543,-0.688103,0.148394,0.885332,-0.288523,0.188665,-1.310170,-0.218164,-0.864999,-0.467419,-0.302592,0.191833,-1.308934,0.490174,-0.123174,-0.068183,0.692023,1.310601,0.676366,0.288428,0.125095,0.059024,1.573273,-0.761972,0.113706,0.847724,-0.322987,0.190660,-1.313154,-0.185863,-0.939861,-0.441684,-0.326207,0.189183,-1.310397
34,0.019951,-2.131248,-0.647880,-1.619429,-0.108500,-0.024756,1.914248,0.424861,0.354248,0.711799,-0.298409,0.675084,-0.133117,0.154692,0.737066,-0.228161,-0.291391,0.676007,-0.157462,0.307423,0.381456,-0.170266,-1.388119,-2.123175,-0.641956,-1.615577,-0.109564,-0.022336,1.913837,0.460068,0.377644,0.698550,-0.274209,0.681012,-0.141736,0.047437,0.791017,-0.217820,-0.249643,0.675420,-0.146763
35,0.019995,0.181315,-0.017933,0.282603,-0.003466,0.005463,1.453558,-0.068142,0.086601,0.158777,-0.025924,-0.006718,0.469282,-0.127789,0.009899,0.164252,-0.028160,-0.006982,0.474095,-0.105494,0.046961,-0.075858,0.218554,0.180776,-0.017928,0.283804,-0.003584,0.005450,1.453946,-0.066646,0.084432,0.159875,-0.031566,-0.008598,0.459699,0.254438,0.127075,0.149935,-0.028771,-0.019092,0.477020
36,0.020000,-0.336760,0.000501,0.850842,-0.285561,-0.000862,1.574411,-0.841529,-0.058671,-0.032907,-2.511934,0.016249,-0.059277,0.127890,-0.512290,-1.678064,-2.391546,0.015860,-0.072772,2.136430,4.641340,0.004251,0.096195,-0.352945,-0.000367,0.850747,-0.297715,-0.000861,1.574269,-0.666855,-0.055113,-0.113565,-1.986506,0.022596,-0.063596,0.136927,-0.275428,-1.911317,-1.940620,0.023417,-0.062332
37,0.020001,0.374363,-1.121499,-0.967629,0.004517,-0.014424,1.300748,0.444227,0.064840,0.652054,0.075506,0.034420,-0.053810,-0.177495,0.456906,0.125288,0.075259,0.033526,-0.037526,-0.073803,-0.004797,-0.000807,1.108495,0.380925,-1.120190,-0.964738,0.004812,-0.014313,1.300666,0.443630,0.070948,0.650132,0.080055,0.030915,-0.046989,-0.125446,0.329692,0.112497,0.082742,0.032696,-0.020033
38,0.020005,0.165047,-0.014263,-1.402827,-0.003135,0.000616,1.571378,0.029990,0.024192,-0.491756,-0.036317,0.028929,-0.001840,-0.006692,0.063259,0.118358,-0.039783,0.030497,0.010159,-0.086550,-0.095379,-0.011330,0.066039,0.165248,-0.013644,-1.405104,-0.003295,0.000731,1.571362,0.031071,0.025599,-0.493237,-0.047137,0.032879,-0.006436,-0.110909,-0.006412,0.124037,-0.054194,0.029468,-0.007019
39,0.019993,0.488239,0.712083,-0.333396,0.025481,0.032510,1.626584,0.316967,3.242574,1.842118,0.207067,1.413608,-0.286840,-3.363536,0.414887,0.881426,0.207837,1.420749,-0.313552,-0.760822,-0.047585,-0.166027,0.078147,0.497666,0.764708,-0.319494,0.026619,0.040307,1.626386,0.304506,3.213912,1.906831,0.201609,1.419531,-0.285543,-3.277298,0.484410,0.826099,0.200031,1.419168,-0.283748
40,0.020018,0.232910,-0.002721,1.315013,0.002417,0.002241,1.572367,-0.027968,0.005766,0.024432,-0.006665,0.012714,-0.010996,0.144435,-0.090991,0.152223,-0.005281,0.011024,-0.004761,-0.124835,0.011648,-0.008546,0.045092,0.232751,-0.002434,1.314560,0.002389,0.002284,1.572319,-0.028470,0.005608,0.025381,-0.005873,0.006522,0.002794,0.170615,-0.034802,0.158680,-0.004253,0.006559,0.004143
41,0.020001,-1.447468,3.011177,1.523272,-0.006034,0.015504,1.574772,1.033539,0.504405,0.058012,0.010137,0.032566,0.038491,-0.647898,1.446398,0.125196,0.011819,0.032988,0.044498,-0.079358,0.005556,-0.018184,0.009564,-1.431733,3.016742,1.523496,-0.006001,0.015621,1.574795,1.034294,0.497919,0.056764,0.005519,0.029552,0.057192,-0.654377,1.290597,0.120416,0.004392,0.028257,0.054087
42,0.019994,-0.163491,-0.924019,1.360747,0.004826,-0.045939,1.222117,-0.527940,-1.613898,0.474643,-0.019868,-0.514304,-0.036017,1.988795,0.364479,0.246707,-0.020462,-0.513795,-0.035583,-0.120372,-0.043388,0.221865,1.277574,-0.171277,-0.940209,1.364054,0.004764,-0.047788,1.222020,-0.522623,-1.592287,0.483240,-0.018792,-0.498442,-0.035183,1.769242,0.253059,0.230753,-0.022287,-0.499640,-0.055816
43,0.020004,-0.704778,-0.906321,-1.419459,0.004956,0.000290,1.848402,0.017155,-0.028266,-0.411705,-0.065810,-0.100605,0.090220,0.096378,-0.032169,0.210281,-0.057826,-0.077457,0.078004,-0.332334,-0.169753,-1.302515,-0.024020,-0.704709,-0.906633,-1.421502,0.005025,0.000533,1.848509,0.015159,-0.028051,-0.406912,0.051591,0.123333,0.090739,0.206549,-0.226053,0.235428,0.115179,0.197283,0.081003
44,0.019994,0.187352,-0.013254,1.323171,-0.002605,0.000373,1.570662,-0.031638,-0.010597,0.071228,-0.011446,-0.006886,0.022162,-0.108040,-0.284530,0.092284,-0.011159,-0.009380,0.015861,-0.065968,0.006295,-0.003780,0.062777,0.187093,-0.013392,1.323663,-0.002625,0.000345,1.570623,-0.029863,-0.009981,0.068490,-0.003876,-0.005407,-0.001209,0.458690,-0.273435,0.112406,-0.001012,-0.003529,0.009419
45,0.019997,-0.722954,-0.902362,-1.367905,0.000505,0.008293,1.845168,0.071159,-0.031712,0.585735,0.012620,-0.206700,-0.016871,-0.018550,0.204373,0.125812,0.000812,-0.204345,-0.032399,-0.258391,1.527116,0.804533,-0.668880,-0.720654,-0.901939,-1.364562,0.000474,0.007858,1.845150,0.072383,-0.033124,0.586359,0.003763,-0.076667,-0.019762,0.131715,0.023971,0.158202,0.046248,0.004713,-0.025105
46,0.019998,0.615466,-0.486645,-0.344692,0.008202,-0.000984,1.312767,-0.076343,0.366261,0.971357,0.057792,0.058442,0.232692,-0.419737,-0.035638,0.170954,0.053520,0.054854,0.246551,-0.114719,-0.037703,0.012137,0.926808,0.614883,-0.480382,-0.337881,0.008476,-0.000691,1.313013,-0.079653,0.367550,0.971690,0.043581,0.053653,0.223296,-0.686725,0.025914,0.145841,0.044269,0.055114,0.232631
47,0.019998,1.220439,0.022253,-0.917081,0.170133,0.006572,1.575318,-3.136352,0.025935,-1.217512,-1.333676,-0.053364,-0.020133,-0.087503,-3.256572,-0.011894,-1.336514,-0.052208,-0.018885,-0.428645,0.170259,0.067689,0.082861,1.167578,0.022970,-0.924530,0.165154,0.006412,1.575538,-3.197572,0.023706,-1.209231,-1.359928,-0.048822,-0.037907,-0.452181,-3.424772,0.127027,-1.375276,-0.048891,-0.029048
48,0.020006,0.417961,0.345010,-0.411722,0.017302,-0.016915,1.628413,0.389909,3.324449,1.359718,0.237709,1.282503,-0.355120,-3.353064,0.556591,1.000600,0.231934,1.287427,-0.359256,-0.965397,-0.053349,-0.159049,0.124655,0.429180,0.401353,-0.401596,0.018587,-0.009820,1.628077,0.379915,3.323758,1.434109,0.230806,1.308595,-0.349782,-3.346848,0.548398,0.968239,0.232196,1.311514,-0.347002
49,0.019998,0.477828,1.187522,-1.039791,0.030566,0.087575,1.714959,-0.013074,0.380361,0.253873,0.172908,0.504611,-0.578143,-0.364030,-0.150896,-0.071021,0.171601,0.506522,-0.569158,0.165733,-0.097480,-0.132812,-0.216259,0.478221,1.190443,-1.039019,0.031129,0.089412,1.714514,-0.019172,0.346106,0.245044,0.157668,0.492760,-0.571563,-0.290918,-0.095887,-0.086691,0.157607,0.490083,-0.563142
50,0.020022,0.654384,0.266083,-1.155954,0.008553,-0.001774,1.440971,-0.244532,-0.507451,-0.631767,-0.036360,-0.089033,-0.245972,0.591502,-0.328345,0.245484,-0.039761,-0.084471,-0.229620,-0.213706,-0.009743,0.050519,0.629627,0.650537,0.260830,-1.159763,0.008405,-0.002084,1.440740,-0.247187,-0.504467,-0.627099,-0.044051,-0.083459,-0.230051,0.621603,-0.053794,0.262976,-0.044361,-0.080452,-0.220901
51,0.020007,2.703264,2.727220,-0.813113,0.120530,0.014718,1.723426,-2.093619,1.312369,-1.496179,-0.304426,0.099990,0.643967,-1.901810,-2.204667,0.155889,-0.308233,0.101524,0.637200,-0.211129,0.083672,0.107091,-1.043505,2.670282,2.740738,-0.820723,0.119387,0.015064,1.724191,-2.134393,1.297311,-1.488064,-0.316988,0.108729,0.640130,-2.031897,-2.048227,0.191362,-0.322481,0.110803,0.642420
52,0.019993,-3.823151,-1.066170,1.503175,-0.011774,-0.009275,1.584665,-0.418157,1.075896,0.144720,-0.000484,-0.002865,0.012228,-1.298356,-0.622332,0.201730,-0.000806,-0.003520,0.015805,-0.144723,-0.028537,0.001306,-0.002277,-3.828375,-1.054048,1.503911,-0.011773,-0.009291,1.584657,-0.412412,1.077449,0.147966,-0.000183,-0.004807,0.012932,-1.352700,-0.651386,0.187991,0.004874,-0.002354,0.008271
53,0.019999,0.218282,0.012334,1.307184,0.000828,0.003111,1.620839,-0.023956,-0.050944,0.017084,0.004486,-0.042061,-0.185050,0.017073,-0.026265,0.216693,0.009182,-0.044435,-0.164682,-0.157120,0.013542,0.007753,-0.040522,0.218785,0.011762,1.306576,0.000852,0.002955,1.620647,-0.023386,-0.051601,0.019323,0.006470,-0.043041,-0.173911,0.305866,0.058708,0.202382,0.012452,-0.047160,-0.202334
54,0.020003,1.372065,3.110605,-1.014086,0.065736,0.042909,1.749867,-3.065213,0.764777,-0.610879,-0.531223,0.368288,0.666245,-1.492590,-3.192240,0.728244,-0.534178,0.362754,0.653138,-0.708600,0.121652,0.019666,-1.308551,1.305673,3.123455,-1.018827,0.062751,0.044873,1.750994,-3.086927,0.735077,-0.554455,-0.545842,0.376674,0.655198,-1.469685,-3.318986,0.745218,-0.548129,0.376070,0.650880
55,0.020015,-0.690501,-0.950212,-0.729912,0.006458,0.004085,1.838440,-0.025777,-0.092566,1.014982,0.218097,0.216152,-0.028140,0.078829,-0.008281,0.178322,0.227351,0.204553,-0.043098,-0.300743,-0.507954,0.114538,-1.122206,-0.691337,-0.951704,-0.725069,0.007257,0.004376,1.838427,-0.028016,-0.094956,1.015931,0.187059,0.010044,-0.030679,-0.383014,0.286025,0.120282,0.104925,-0.101775,-0.035046
56,0.019999,0.177729,-0.013472,1.319438,-0.000382,-0.000653,1.588174,0.042257,-0.025561,0.064587,0.025794,0.000480,-0.073122,-0.020439,-0.101742,0.112332,0.028382,0.004262,-0.056741,-0.082978,-0.048527,-0.015694,0.019997,0.178444,-0.013446,1.319786,-0.000274,-0.000631,1.588080,0.042593,-0.024341,0.062589,0.026470,0.006716,-0.056849,0.057360,0.092560,0.106068,0.024974,0.002509,-0.074938
57,0.019999,0.139011,-2.484592,-0.467598,-0.006696,-0.016130,1.699403,0.001578,-0.099463,0.157137,-0.001797,0.098410,0.863875,0.060157,-0.076968,0.225145,0.000373,0.100459,0.847861,-0.189605,0.002073,-0.006430,-0.954945,0.139482,-2.484346,-0.467454,-0.006725,-0.015597,1.700588,0.004192,-0.087343,0.163112,-0.007973,0.096667,0.864617,0.042058,-0.126958,0.210029,-0.006684,0.096604,0.871463
58,0.020002,0.470842,-0.095047,-0.637901,-0.011813,0.033891,1.787558,0.013317,1.348428,-2.351177,-0.250831,0.622092,-0.847797,-1.423374,0.415207,1.296390,-0.249221,0.616008,-0.843999,-1.342258,-0.008804,-0.297971,-0.267999,0.472284,-0.072744,-0.653025,-0.013255,0.037179,1.786472,0.023774,1.329363,-2.245761,-0.252036,0.591966,-0.829986,-1.472985,0.469945,1.290282,-0.253094,0.580574,-0.842962
59,0.020021,-0.790765,-0.839817,-0.591595,-0.000574,0.006059,1.800351,0.010127,0.007255,-0.951404,0.082044,0.185827,0.292039,0.112541,-0.017778,0.191039,0.106284,0.215144,0.298162,-0.236173,-3.021739,-2.197610,-1.579717,-0.790757,-0.839269,-0.595737,0.000156,0.007107,1.800625,0.010866,0.006131,-0.949223,0.224389,0.304717,0.302733,0.099271,-0.118077,0.141896,0.251332,0.294404,0.307973
60,0.019997,0.327742,1.548011,-0.488460,-0.004893,0.021905,1.312884,0.114862,-0.992819,1.291127,0.022454,-0.052053,0.189730,1.190318,0.388858,0.323985,0.023846,-0.053325,0.194293,-0.256606,-0.031126,-0.027367,0.962152,0.329443,1.531379,-0.479837,-0.004747,0.021586,1.313164,0.114086,-1.000519,1.305399,0.021267,-0.061873,0.201240,1.227711,0.310626,0.319879,0.026166,-0.061708,0.219025
